year,month,monthly_return,monthly_avg_price,inflation_rate,inflation_annual_change,mean_fed_funds_rate,year_to_date_return,time_period,decade
2016,12,1.44%,4799635.23,1.2616,1.14,0.39,11.96,recent,2010s
2017,1,2.58%,4923295.21,2.1301,0.87,1,21.83,recent,2010s
2017,2,1.75%,5009416.29,2.1301,0.87,1,21.83,recent,2010s
2017,3,-0.15%,5001701.58,2.1301,0.87,1,21.83,recent,2010s
2017,4,1.69%,5086349.04,2.1301,0.87,1,21.83,recent,2010s
2017,5,1.78%,5176704.37,2.1301,0.87,1,21.83,recent,2010s
2017,6,0.99%,5227844.21,2.1301,0.87,1,21.83,recent,2010s
2017,7,0.25%,5240799.08,2.1301,0.87,1,21.83,recent,2010s
2017,8,1.65%,5327443.28,2.1301,0.87,1,21.83,recent,2010s
2017,9,2.73%,5473138.149999999,2.1301,0.87,1,21.83,recent,2010s
2017,10,1.59%,5560137.45,2.1301,0.87,1,21.83,recent,2010s
2017,11,2.88%,5720463.25,2.1301,0.87,1,21.83,recent,2010s
2017,12,4.86%,5998586.359999999,2.1301,0.87,1,21.83,recent,2010s
2018,1,-2.89%,5825425.98,2.4426,0.31,1.79,-4.38,recent,2010s
2018,2,0.06%,5829187.94,2.4426,0.31,1.79,-4.38,recent,2010s
2018,3,-1.66%,5732191.89,2.4426,0.31,1.79,-4.38,recent,2010s
2018,4,1.96%,5844635.7700000005,2.4426,0.31,1.79,-4.38,recent,2010s
2018,5,2.11%,5968131.159999999,2.4426,0.31,1.79,-4.38,recent,2010s
2018,6,1.58%,6062471.91,2.4426,0.31,1.79,-4.38,recent,2010s
2018,7,2.45%,6211051.2700000005,2.4426,0.31,1.79,-4.38,recent,2010s
2018,8,1.68%,6315381.2700000005,2.4426,0.31,1.79,-4.38,recent,2010s
2018,9,-3.85%,6072303.119999999,2.4426,0.31,1.79,-4.38,recent,2010s
2018,10,-2.08%,5946235.53,2.4426,0.31,1.79,-4.38,recent,2010s
2018,11,-5.56%,5615475.45,2.4426,0.31,1.79,-4.38,recent,2010s
2018,12,1.74%,5712939.6899999995,2.4426,0.31,1.79,-4.38,recent,2010s
2019,1,5.83%,6045941.38,1.8122,-0.63,2.16,31.49,recent,2010s
2019,2,1.95%,6163717.64,1.8122,-0.63,2.16,31.49,recent,2010s
2019,3,3.72%,6393206.39,1.8122,-0.63,2.16,31.49,recent,2010s
2019,4,-1.53%,6295275.98,1.8122,-0.63,2.16,31.49,recent,2010s
2019,5,1.40%,6383708.819999999,1.8122,-0.63,2.16,31.49,recent,2010s
2019,6,3.83%,6628035.3,1.8122,-0.63,2.16,31.49,recent,2010s
2019,7,-3.13%,6420285.24,1.8122,-0.63,2.16,31.49,recent,2010s
2019,8,3.09%,6618365.64,1.8122,-0.63,2.16,31.49,recent,2010s
2019,9,0.01%,6619014.42,1.8122,-0.63,2.16,31.49,recent,2010s
2019,10,4.43%,6912481.149999999,1.8122,-0.63,2.16,31.49,recent,2010s
2019,11,2.47%,7083172.42,1.8122,-0.63,2.16,31.49,recent,2010s
2019,12,3.35%,7320203.52,1.8122,-0.63,2.16,31.49,recent,2010s
2020,1,0.12%,7329139.8,1.2336,-0.58,0.36,18.4,recent,2020
2020,2,-18.92%,5942634.46,1.2336,-0.58,0.36,18.4,recent,2020
2020,3,4.32%,6199273.930000001,1.2336,-0.58,0.36,18.4,recent,2020
2020,4,5.89%,6564247.83,1.2336,-0.58,0.36,18.4,recent,2020
2020,5,6.51%,6991466.930000001,1.2336,-0.58,0.36,18.4,recent,2020
2020,6,3.48%,7234520.72,1.2336,-0.58,0.36,18.4,recent,2020
2020,7,5.89%,7660887.55,1.2336,-0.58,0.36,18.4,recent,2020
2020,8,-0.63%,7612853.58,1.2336,-0.58,0.36,18.4,recent,2020
2020,9,1.73%,7744251.54,1.2336,-0.58,0.36,18.4,recent,2020
2020,10,3.95%,8050468.28,1.2336,-0.58,0.36,18.4,recent,2020
2020,11,4.26%,8393424.7,1.2336,-0.58,0.36,18.4,recent,2020
2020,12,2.80%,8628046.08,1.2336,-0.58,0.36,18.4,recent,2020
